TAXON_ORDER,category,English name,scientific name
31988,subspecies,,Passerculus sandwichensis oblitus
31989,subspecies,,Passerculus sandwichensis mediogriseus
31990,subspecies,,Passerculus sandwichensis labradorius
31991,subspecies,,Passerculus sandwichensis savanna
31992,subspecies,,Passerculus sandwichensis anthinus
31993,subspecies,,Passerculus sandwichensis sandwichensis
31994,subspecies,,Passerculus sandwichensis crassus
31995,subspecies,,Passerculus sandwichensis brooksi
31996,subspecies,,Passerculus sandwichensis alaudinus
31997,subspecies,,Passerculus sandwichensis nevadensis
31998,subspecies,,Passerculus sandwichensis rufofuscus
31999,subspecies,,Passerculus sandwichensis brunnescens
32000,subspecies,,Passerculus sandwichensis wetmorei
32001,group (monotypic),Savannah Sparrow (Ipswich),Passerculus sandwichensis princeps
32002,group (polytypic),Savannah Sparrow (Belding's),Passerculus sandwichensis [guttatus Group]
32003,subspecies,,Passerculus sandwichensis beldingi
32004,subspecies,,Passerculus sandwichensis anulus
32005,subspecies,,Passerculus sandwichensis guttatus
32006,subspecies,,Passerculus sandwichensis magdalenae
32007,group (monotypic),Savannah Sparrow (San Benito),Passerculus sandwichensis sanctorum
32008,group (polytypic),Savannah Sparrow (Large-billed),Passerculus sandwichensis rostratus/atratus
32009,subspecies,,Passerculus sandwichensis rostratus
32010,subspecies,,Passerculus sandwichensis atratus
32011,species,Baird's Sparrow,Centronyx bairdii
32012,species,Henslow's Sparrow,Centronyx henslowii
32013,subspecies,,Centronyx henslowii susurrans
32014,subspecies,,Centronyx henslowii henslowii
32015,slash,Grasshopper/Baird's Sparrow,Ammodramus savannarum/Centronyx bairdii
32016,slash,Grasshopper/Henslow's Sparrow,Ammodramus savannarum/Centronyx henslowii
32017,species,Sierra Madre Sparrow,Xenospiza baileyi
32018,species,Song Sparrow,Melospiza melodia
32019,group (polytypic),Song Sparrow (melodia/atlantica),Melospiza melodia melodia/atlantica
32020,subspecies,,Melospiza melodia melodia
32021,subspecies,,Melospiza melodia atlantica
32022,group (polytypic),Song Sparrow (sanaka/maxima),Melospiza melodia sanaka/maxima
32023,subspecies,,Melospiza melodia maxima
32024,subspecies,,Melospiza melodia sanaka
32025,group (polytypic),Song Sparrow (rufina Group),Melospiza melodia [rufina Group]
32026,subspecies,,Melospiza melodia insignis
32027,subspecies,,Melospiza melodia kenaiensis
32028,subspecies,,Melospiza melodia caurina
32029,subspecies,,Melospiza melodia rufina
32030,subspecies,,Melospiza melodia morphna
32031,group (polytypic),Song Sparrow (montana/merrilli),Melospiza melodia montana/merrilli
32032,subspecies,,Melospiza melodia merrilli
32033,subspecies,,Melospiza melodia montana
32034,group (polytypic),Song Sparrow (heermanni Group),Melospiza melodia [heermanni Group]
32035,subspecies,,Melospiza melodia cleonensis
32036,subspecies,,Melospiza melodia gouldii
32037,subspecies,,Melospiza melodia maxillaris
32038,subspecies,,Melospiza melodia heermanni
32039,subspecies,,Melospiza melodia graminea
32040,group (monotypic),Song Sparrow (samuelis),Melospiza melodia samuelis
32041,group (monotypic),Song Sparrow (pusillula),Melospiza melodia pusillula
32042,group (polytypic),Song Sparrow (fallax Group),Melospiza melodia [fallax Group]
32043,subspecies,,Melospiza melodia fallax
32044,subspecies,,Melospiza melodia rivularis
32045,subspecies,,Melospiza melodia goldmani
32046,group (polytypic),Song Sparrow (mexicana Group),Melospiza melodia [mexicana Group]
32047,subspecies,,Melospiza melodia mexicana
32048,subspecies,,Melospiza melodia villai
32049,subspecies,,Melospiza melodia adusta
32050,subspecies,,Melospiza melodia zacapu
32051,species,Lincoln's Sparrow,Melospiza lincolnii
32052,subspecies,,Melospiza lincolnii lincolnii
32053,subspecies,,Melospiza lincolnii gracilis
32054,subspecies,,Melospiza lincolnii alticola
32055,species,Swamp Sparrow,Melospiza georgiana
32056,subspecies,,Melospiza georgiana ericrypta
32057,subspecies,,Melospiza georgiana georgiana
32058,subspecies,,Melospiza georgiana nigrescens
32059,hybrid,Song x Swamp Sparrow (hybrid),Melospiza melodia x georgiana
32060,slash,Lincoln's/Swamp Sparrow,Melospiza lincolnii/georgiana
32061,species,Large-footed Finch,Pezopetes capitalis
32062,species,Zapata Sparrow,Torreornis inexpectata
32063,subspecies,,Torreornis inexpectata inexpectata
32064,subspecies,,Torreornis inexpectata sigmani
32065,subspecies,,Torreornis inexpectata varonai
32066,species,Rusty-crowned Ground-Sparrow,Melozone kieneri
32067,subspecies,,Melozone kieneri grisior
32068,subspecies,,Melozone kieneri kieneri
32069,subspecies,,Melozone kieneri rubricata
32070,species,Canyon Towhee,Melozone fusca
32071,subspecies,,Melozone fusca mesoleuca
32072,subspecies,,Melozone fusca intermedia
32073,subspecies,,Melozone fusca jamesi
32074,subspecies,,Melozone fusca mesata
32075,subspecies,,Melozone fusca texana
32076,subspecies,,Melozone fusca perpallida
32077,subspecies,,Melozone fusca fusca
32078,subspecies,,Melozone fusca potosina
32079,subspecies,,Melozone fusca campoi
32080,subspecies,,Melozone fusca toroi
32081,species,White-throated Towhee,Melozone albicollis
32082,subspecies,,Melozone albicollis marshalli
32083,subspecies,,Melozone albicollis albicollis
32084,species,Abert's Towhee,Melozone aberti
32085,subspecies,,Melozone aberti aberti
32086,subspecies,,Melozone aberti dumeticola
32087,subspecies,,Melozone aberti vorhiesi
32088,hybrid,Canyon x Abert's Towhee (hybrid),Melozone fusca x aberti
32089,slash,Canyon/Abert's Towhee,Melozone fusca/aberti
32090,species,California Towhee,Melozone crissalis
32091,subspecies,,Melozone crissalis bullata
32092,subspecies,,Melozone crissalis carolae
32093,subspecies,,Melozone crissalis petulans
32094,subspecies,,Melozone crissalis crissalis
32095,subspecies,,Melozone crissalis eremophila
32096,subspecies,,Melozone crissalis senicula
32097,subspecies,,Melozone crissalis aripolia
32098,subspecies,,Melozone crissalis albigula
32099,species,White-eared Ground-Sparrow,Melozone leucotis
32100,group (monotypic),White-eared Ground-Sparrow (Gray-crowned),Melozone leucotis occipitalis
32101,group (polytypic),White-eared Ground-Sparrow (White-eared),Melozone leucotis leucotis/nigrior
32102,subspecies,,Melozone leucotis nigrior
32103,subspecies,,Melozone leucotis leucotis
32104,species,White-faced Ground-Sparrow,Melozone biarcuata
32105,species,Cabanis's Ground-Sparrow,Melozone cabanisi
32106,species,Rusty Sparrow,Aimophila rufescens
32107,subspecies,,Aimophila rufescens antonensis
32108,subspecies,,Aimophila rufescens mcleodii
32109,subspecies,,Aimophila rufescens rufescens
32110,subspecies,,Aimophila rufescens pyrgitoides
32111,subspecies,,Aimophila rufescens pectoralis
32112,subspecies,,Aimophila rufescens discolor
32113,subspecies,,Aimophila rufescens hypaethra
32114,species,Rufous-crowned Sparrow,Aimophila ruficeps
32115,subspecies,,Aimophila ruficeps ruficeps
32116,subspecies,,Aimophila ruficeps canescens
32117,subspecies,,Aimophila ruficeps obscura
32118,subspecies,,Aimophila ruficeps sanctorum
32119,subspecies,,Aimophila ruficeps sororia
32120,subspecies,,Aimophila ruficeps scottii
32121,subspecies,,Aimophila ruficeps rupicola
32122,subspecies,,Aimophila ruficeps simulans
32123,subspecies,,Aimophila ruficeps eremoeca
32124,subspecies,,Aimophila ruficeps fusca
32125,subspecies,,Aimophila ruficeps boucardi
32126,subspecies,,Aimophila ruficeps australis
32127,species,Oaxaca Sparrow,Aimophila notosticta
32128,species,Green-tailed Towhee,Pipilo chlorurus
32129,species,Spotted Towhee,Pipilo maculatus
32130,group (polytypic),Spotted Towhee (oregonus Group),Pipilo maculatus [oregonus Group]
32131,subspecies,,Pipilo maculatus oregonus
32132,subspecies,,Pipilo maculatus falcifer
32133,subspecies,,Pipilo maculatus megalonyx
32134,subspecies,,Pipilo maculatus clementae
32135,subspecies,,Pipilo maculatus umbraticola
32136,subspecies,,Pipilo maculatus consobrinus
32137,subspecies,,Pipilo maculatus magnirostris
32138,group (monotypic),Spotted Towhee (arcticus),Pipilo maculatus arcticus
32139,group (polytypic),Spotted Towhee (maculatus Group),Pipilo maculatus [maculatus Group]
32140,subspecies,,Pipilo maculatus curtatus
32141,subspecies,,Pipilo maculatus falcinellus
32142,subspecies,,Pipilo maculatus montanus
32143,subspecies,,Pipilo maculatus gaigei
32144,subspecies,,Pipilo maculatus griseipygius
32145,subspecies,,Pipilo maculatus orientalis
32146,subspecies,,Pipilo maculatus maculatus
32147,subspecies,,Pipilo maculatus sympatricus
32148,subspecies,,Pipilo maculatus vulcanorum
32149,subspecies,,Pipilo maculatus oaxacae
32150,subspecies,,Pipilo maculatus chiapensis
32151,subspecies,,Pipilo maculatus repetens
32152,group (monotypic),Spotted Towhee (Olive-backed),Pipilo maculatus macronyx
32153,group (monotypic),Spotted Towhee (Socorro),Pipilo maculatus socorroensis
32154,hybrid,Green-tailed x Spotted Towhee (hybrid),Pipilo chlorurus x maculatus
32155,species,Eastern Towhee,Pipilo erythrophthalmus
32156,group (polytypic),Eastern Towhee (Red-eyed),Pipilo erythrophthalmus erythrophthalmus/canaster
32157,subspecies,,Pipilo erythrophthalmus erythrophthalmus
32158,subspecies,,Pipilo erythrophthalmus canaster
32159,group (polytypic),Eastern Towhee (White-eyed),Pipilo erythrophthalmus alleni/rileyi
32160,subspecies,,Pipilo erythrophthalmus rileyi
32161,subspecies,,Pipilo erythrophthalmus alleni
32162,hybrid,Spotted x Eastern Towhee (hybrid),Pipilo maculatus x erythrophthalmus
32163,slash,Spotted/Eastern Towhee (Rufous-sided Towhee),Pipilo maculatus/erythrophthalmus
32164,species,Bermuda Towhee,Pipilo naufragus
32165,species,Collared Towhee,Pipilo ocai
32166,subspecies,,Pipilo ocai alticola
32167,subspecies,,Pipilo ocai nigrescens
32168,subspecies,,Pipilo ocai guerrerensis
32169,subspecies,,Pipilo ocai brunnescens
32170,subspecies,,Pipilo ocai ocai
32171,hybrid,Spotted x Collared Towhee (hybrid),Pipilo maculatus x ocai
32172,spuh,towhee sp.,Melozone/Pipilo sp.
32173,species,Rufous-capped Brushfinch,Atlapetes pileatus
32174,subspecies,,Atlapetes pileatus dilutus
32175,subspecies,,Atlapetes pileatus pileatus
32176,species,White-naped Brushfinch,Atlapetes albinucha
32177,group (monotypic),White-naped Brushfinch (White-naped),Atlapetes albinucha albinucha
32178,group (polytypic),White-naped Brushfinch (Yellow-throated),Atlapetes albinucha [gutturalis Group]
32179,subspecies,,Atlapetes albinucha griseipectus
32180,subspecies,,Atlapetes albinucha fuscipygius
32181,subspecies,,Atlapetes albinucha parvirostris
32182,subspecies,,Atlapetes albinucha brunnescens
32183,subspecies,,Atlapetes albinucha coloratus
32184,subspecies,,Atlapetes albinucha azuerensis
32185,subspecies,,Atlapetes albinucha gutturalis
32186,species,Yellow-thighed Brushfinch,Atlapetes tibialis
32187,species,Yellow-green Brushfinch,Atlapetes luteoviridis
32188,species,Moustached Brushfinch,Atlapetes albofrenatus
32189,group (monotypic),Moustached Brushfinch (Moustached),Atlapetes albofrenatus albofrenatus
32190,group (monotypic),Moustached Brushfinch (Merida),Atlapetes albofrenatus meridae
32191,species,Tepui Brushfinch,Atlapetes personatus
32192,subspecies,,Atlapetes personatus personatus
32193,subspecies,,Atlapetes personatus collaris
32194,subspecies,,Atlapetes personatus duidae
32195,subspecies,,Atlapetes personatus parui
32196,subspecies,,Atlapetes personatus paraquensis
32197,subspecies,,Atlapetes personatus jugularis
32198,species,Santa Marta Brushfinch,Atlapetes melanocephalus
32199,species,Ochre-breasted Brushfinch,Atlapetes semirufus
32200,subspecies,,Atlapetes semirufus zimmeri
32201,subspecies,,Atlapetes semirufus majusculus
32202,subspecies,,Atlapetes semirufus semirufus
32203,subspecies,,Atlapetes semirufus denisei
32204,subspecies,,Atlapetes semirufus benedettii
32205,subspecies,,Atlapetes semirufus albigula
32206,species,Yellow-headed Brushfinch,Atlapetes flaviceps
32207,species,Dusky-headed Brushfinch,Atlapetes fuscoolivaceus
32208,species,White-rimmed Brushfinch,Atlapetes leucopis
32209,species,White-headed Brushfinch,Atlapetes albiceps
32210,species,Rufous-eared Brushfinch,Atlapetes rufigenis
32211,species,Tricolored Brushfinch,Atlapetes tricolor
32212,group (monotypic),Tricolored Brushfinch (Choco),Atlapetes tricolor crassus
32213,group (monotypic),Tricolored Brushfinch (Tricolored),Atlapetes tricolor tricolor
32214,species,Slaty Brushfinch,Atlapetes schistaceus
32215,group (polytypic),Slaty Brushfinch (Slaty),Atlapetes schistaceus [schistaceus Group]
32216,subspecies,,Atlapetes schistaceus schistaceus
32217,subspecies,,Atlapetes schistaceus tamae
32218,subspecies,,Atlapetes schistaceus fumidus
32219,subspecies,,Atlapetes schistaceus castaneifrons
32220,group (monotypic),Slaty Brushfinch (Taczanowski's),Atlapetes schistaceus taczanowskii
32221,species,Pale-naped Brushfinch,Atlapetes pallidinucha
32222,subspecies,,Atlapetes pallidinucha pallidinucha
32223,subspecies,,Atlapetes pallidinucha papallactae
32224,species,Antioquia Brushfinch,Atlapetes blancae
32225,species,Yellow-breasted Brushfinch,Atlapetes latinuchus
32226,group (monotypic),Yellow-breasted Brushfinch (nigrifrons),Atlapetes latinuchus nigrifrons
32227,group (polytypic),Yellow-breasted Brushfinch (Yellow-breasted),Atlapetes latinuchus [latinuchus Group]
32228,subspecies,,Atlapetes latinuchus elaeoprorus
32229,subspecies,,Atlapetes latinuchus caucae
32230,subspecies,,Atlapetes latinuchus spodionotus
32231,subspecies,,Atlapetes latinuchus comptus
32232,subspecies,,Atlapetes latinuchus latinuchus
32233,subspecies,,Atlapetes latinuchus chugurensis
32234,subspecies,,Atlapetes latinuchus baroni
32235,subspecies,,Atlapetes latinuchus yariguierum
32236,species,White-winged Brushfinch,Atlapetes leucopterus
32237,group (polytypic),White-winged Brushfinch (White-winged),Atlapetes leucopterus leucopterus/dresseri
32238,subspecies,,Atlapetes leucopterus leucopterus
32239,subspecies,,Atlapetes leucopterus dresseri
32240,group (monotypic),White-winged Brushfinch (Paynter's),Atlapetes leucopterus paynteri
32241,species,Pale-headed Brushfinch,Atlapetes pallidiceps
32242,species,Bay-crowned Brushfinch,Atlapetes seebohmi
32243,subspecies,,Atlapetes seebohmi celicae
32244,subspecies,,Atlapetes seebohmi simonsi
32245,subspecies,,Atlapetes seebohmi seebohmi
32246,species,Rusty-bellied Brushfinch,Atlapetes nationi
32247,subspecies,,Atlapetes nationi nationi
32248,subspecies,,Atlapetes nationi brunneiceps
32249,species,Apurimac Brushfinch,Atlapetes forbesi
32250,species,Black-spectacled Brushfinch,Atlapetes melanopsis
32251,species,Vilcabamba Brushfinch,Atlapetes terborghi
32252,species,Cuzco Brushfinch,Atlapetes canigenis
32253,species,Black-faced Brushfinch,Atlapetes melanolaemus
32254,species,Bolivian Brushfinch,Atlapetes rufinucha
32255,subspecies,,Atlapetes rufinucha rufinucha
32256,subspecies,,Atlapetes rufinucha carrikeri
32257,species,Fulvous-headed Brushfinch,Atlapetes fulviceps
32258,species,Yellow-striped Brushfinch,Atlapetes citrinellus
32259,spuh,Atlapetes sp.,Atlapetes sp.
32260,spuh,sparrow sp.,Passerellidae sp. (sparrow sp.)
32261,species,Western Chat-Tanager,Calyptophilus tertius
32262,species,Eastern Chat-Tanager,Calyptophilus frugivorus
32263,subspecies,,Calyptophilus frugivorus frugivorus
32264,subspecies,,Calyptophilus frugivorus neibae
32265,subspecies,,Calyptophilus frugivorus abbotti
32266,species,Black-crowned Palm-Tanager,Phaenicophilus palmarum
32267,species,Gray-crowned Palm-Tanager,Phaenicophilus poliocephalus
32268,subspecies,,Phaenicophilus poliocephalus poliocephalus
32269,subspecies,,Phaenicophilus poliocephalus coryi
32270,hybrid,Black-crowned x Gray-crowned Palm-Tanager (hybrid),Phaenicophilus palmarum x poliocephalus
32271,slash,Black-crowned/Gray-crowned Palm-Tanager,Phaenicophilus palmarum/poliocephalus
32272,species,White-winged Warbler,Xenoligea montana
32273,species,Green-tailed Warbler,Microligea palustris
32274,subspecies,,Microligea palustris palustris
32275,subspecies,,Microligea palustris vasta
32276,species,Puerto Rican Tanager,Nesospingus speculiferus
32277,species,Western Spindalis,Spindalis zena
32278,group (monotypic),Western Spindalis (Bahamas Black-backed),Spindalis zena zena
32279,group (monotypic),Western Spindalis (Bahamas Green-backed),Spindalis zena townsendi
32280,group (monotypic),Western Spindalis (Cuban),Spindalis zena pretrei
32281,group (monotypic),Western Spindalis (Grand Cayman I.),Spindalis zena salvini
32282,group (monotypic),Western Spindalis (Cozumel I.),Spindalis zena benedicti
32283,species,Jamaican Spindalis,Spindalis nigricephala
32284,species,Hispaniolan Spindalis,Spindalis dominicensis
32285,species,Puerto Rican Spindalis,Spindalis portoricensis
32286,species,Wrenthrush,Zeledonia coronata
32287,species,Yellow-headed Warbler,Teretistris fernandinae
32288,species,Oriente Warbler,Teretistris fornsi
32289,subspecies,,Teretistris fornsi fornsi
32290,subspecies,,Teretistris fornsi turquinensis
32291,hybrid,Yellow-headed x Oriente Warbler (hybrid),Teretistris fernandinae x fornsi
32292,slash,Yellow-headed/Oriente Warbler,Teretistris fernandinae/fornsi
32293,species,Yellow-breasted Chat,Icteria virens
32294,group (monotypic),Yellow-breasted Chat (virens),Icteria virens virens
32295,group (monotypic),Yellow-breasted Chat (auricollis),Icteria virens auricollis
32296,species,Yellow-headed Blackbird,Xanthocephalus xanthocephalus
32297,species,Bobolink,Dolichonyx oryzivorus
32298,species,Western Meadowlark,Sturnella neglecta
32299,subspecies,,Sturnella neglecta confluenta
32300,subspecies,,Sturnella neglecta neglecta
32301,species,Eastern Meadowlark,Sturnella magna
32302,group (monotypic),Eastern Meadowlark (Cuban),Sturnella magna hippocrepis
32303,group (polytypic),Eastern Meadowlark (Eastern),Sturnella magna [magna Group]
32304,subspecies,,Sturnella magna magna
32305,subspecies,,Sturnella magna argutula
32306,subspecies,,Sturnella magna hoopesi
32307,subspecies,,Sturnella magna alticola
32308,subspecies,,Sturnella magna mexicana
32309,subspecies,,Sturnella magna griscomi
32310,subspecies,,Sturnella magna inexspectata
32311,subspecies,,Sturnella magna subulata
32312,subspecies,,Sturnella magna meridionalis
32313,subspecies,,Sturnella magna paralios
32314,subspecies,,Sturnella magna monticola
32315,subspecies,,Sturnella magna praticola
32316,subspecies,,Sturnella magna quinta
32317,group (polytypic),Eastern Meadowlark (Lilian's),Sturnella magna [lilianae Group]
32318,subspecies,,Sturnella magna lilianae
32319,subspecies,,Sturnella magna auropectoralis
32320,subspecies,,Sturnella magna saundersi
32321,hybrid,Western x Eastern Meadowlark (hybrid),Sturnella neglecta x magna
32322,slash,Western/Eastern Meadowlark,Sturnella neglecta/magna
32323,species,Red-breasted Meadowlark,Leistes militaris
32324,species,White-browed Meadowlark,Leistes superciliaris
32325,species,Peruvian Meadowlark,Leistes bellicosus
32326,subspecies,,Leistes bellicosus bellicosus
32327,subspecies,,Leistes bellicosus albipes
32328,species,Pampas Meadowlark,Leistes defilippii
32329,species,Long-tailed Meadowlark,Leistes loyca
32330,subspecies,,Leistes loyca catamarcanus
32331,subspecies,,Leistes loyca loyca
32332,subspecies,,Leistes loyca falklandicus
32333,species,Yellow-billed Cacique,Amblycercus holosericeus
32334,group (polytypic),Yellow-billed Cacique (Prevost's),Amblycercus holosericeus holosericeus/flavirostris
32335,subspecies,,Amblycercus holosericeus holosericeus
32336,subspecies,,Amblycercus holosericeus flavirostris
32337,group (monotypic),Yellow-billed Cacique (Chapman's),Amblycercus holosericeus australis
32338,species,Yellow-winged Cacique,Cassiculus melanicterus
32339,species,Russet-backed Oropendola,Psarocolius angustifrons
32340,group (polytypic),Russet-backed Oropendola (Russet-backed),Psarocolius angustifrons [angustifrons Group]
32341,subspecies,,Psarocolius angustifrons salmoni
32342,subspecies,,Psarocolius angustifrons atrocastaneus
32343,subspecies,,Psarocolius angustifrons sincipitalis
32344,subspecies,,Psarocolius angustifrons neglectus
32345,subspecies,,Psarocolius angustifrons angustifrons
32346,subspecies,,Psarocolius angustifrons alfredi
32347,group (monotypic),Russet-backed Oropendola (Green-billed),Psarocolius angustifrons oleagineus
32348,species,Dusky-green Oropendola,Psarocolius atrovirens
32349,species,Green Oropendola,Psarocolius viridis
32350,species,Crested Oropendola,Psarocolius decumanus
32351,subspecies,,Psarocolius decumanus melanterus
32352,subspecies,,Psarocolius decumanus insularis
32353,subspecies,,Psarocolius decumanus decumanus
32354,subspecies,,Psarocolius decumanus maculosus
32355,species,Chestnut-headed Oropendola,Psarocolius wagleri
32356,subspecies,,Psarocolius wagleri wagleri
32357,subspecies,,Psarocolius wagleri ridgwayi
32358,species,Montezuma Oropendola,Psarocolius montezuma
32359,species,Black Oropendola,Psarocolius guatimozinus
32360,species,Baudo Oropendola,Psarocolius cassini
32361,species,Olive Oropendola,Psarocolius bifasciatus
32362,group (polytypic),Olive Oropendola (Amazonian),Psarocolius bifasciatus yuracares/neivae
32363,subspecies,,Psarocolius bifasciatus yuracares
32364,subspecies,,Psarocolius bifasciatus neivae
32365,group (monotypic),Olive Oropendola (Para),Psarocolius bifasciatus bifasciatus
32366,spuh,oropendola sp.,Psarocolius sp.
32367,species,Solitary Black Cacique,Cacicus solitarius
32368,species,Golden-winged Cacique,Cacicus chrysopterus
32369,species,Ecuadorian Cacique,Cacicus sclateri
32370,species,Selva Cacique,Cacicus koepckeae
32371,species,Scarlet-rumped Cacique,Cacicus uropygialis
32372,group (monotypic),Scarlet-rumped Cacique (Scarlet-rumped),Cacicus uropygialis microrhynchus
32373,group (monotypic),Scarlet-rumped Cacique (Pacific),Cacicus uropygialis pacificus
32374,group (monotypic),Scarlet-rumped Cacique (Subtropical),Cacicus uropygialis uropygialis
32375,species,Yellow-rumped Cacique,Cacicus cela
32376,group (polytypic),Yellow-rumped Cacique (Western),Cacicus cela flavicrissus/vitellinus
32377,subspecies,,Cacicus cela vitellinus
32378,subspecies,,Cacicus cela flavicrissus
32379,group (monotypic),Yellow-rumped Cacique (Amazonian),Cacicus cela cela
32380,species,Mountain Cacique,Cacicus chrysonotus
32381,group (polytypic),Mountain Cacique (Golden-shouldered),Cacicus chrysonotus leucoramphus/peruvianus
32382,subspecies,,Cacicus chrysonotus leucoramphus
32383,subspecies,,Cacicus chrysonotus peruvianus
32384,group (monotypic),Mountain Cacique (Bolivian),Cacicus chrysonotus chrysonotus
32385,species,Band-tailed Cacique,Cacicus latirostris
32386,species,Red-rumped Cacique,Cacicus haemorrhous
32387,subspecies,,Cacicus haemorrhous haemorrhous
32388,subspecies,,Cacicus haemorrhous affinis
32389,species,Casqued Cacique,Cacicus oseryi
32390,spuh,cacique sp.,Cacicus sp.
32391,species,Hispaniolan Oriole,Icterus dominicensis
32392,species,Cuban Oriole,Icterus melanopsis
32393,species,Bahama Oriole,Icterus northropi
32394,species,Puerto Rican Oriole,Icterus portoricensis
32395,species,St. Lucia Oriole,Icterus laudabilis
32396,species,Montserrat Oriole,Icterus oberi
32397,species,Martinique Oriole,Icterus bonana
32398,species,Black-vented Oriole,Icterus wagleri
32399,subspecies,,Icterus wagleri castaneopectus
32400,subspecies,,Icterus wagleri wagleri
32401,species,Bar-winged Oriole,Icterus maculialatus
32402,species,Black-cowled Oriole,Icterus prosthemelas
32403,subspecies,,Icterus prosthemelas prosthemelas
32404,subspecies,,Icterus prosthemelas praecox
32405,species,Orchard Oriole,Icterus spurius
32406,group (monotypic),Orchard Oriole (Orchard),Icterus spurius spurius
32407,group (monotypic),Orchard Oriole (Fuertes's),Icterus spurius fuertesi
32408,species,Hooded Oriole,Icterus cucullatus
32409,group (polytypic),Hooded Oriole (cucullatus/sennetti),Icterus cucullatus cucullatus/sennetti
32410,subspecies,,Icterus cucullatus sennetti
32411,subspecies,,Icterus cucullatus cucullatus
32412,group (polytypic),Hooded Oriole (nelsoni Group),Icterus cucullatus [nelsoni Group]
32413,subspecies,,Icterus cucullatus nelsoni
32414,subspecies,,Icterus cucullatus trochiloides
32415,subspecies,,Icterus cucullatus restrictus
32416,group (monotypic),Hooded Oriole (igneus),Icterus cucullatus igneus
32417,slash,Orchard/Hooded Oriole,Icterus spurius/cucullatus
32418,species,Yellow-backed Oriole,Icterus chrysater
32419,subspecies,,Icterus chrysater chrysater
32420,subspecies,,Icterus chrysater mayensis
32421,subspecies,,Icterus chrysater giraudii
32422,subspecies,,Icterus chrysater hondae
32423,species,Orange-crowned Oriole,Icterus auricapillus
32424,species,White-edged Oriole,Icterus graceannae
32425,species,Yellow-tailed Oriole,Icterus mesomelas
32426,subspecies,,Icterus mesomelas mesomelas
32427,subspecies,,Icterus mesomelas salvinii
32428,subspecies,,Icterus mesomelas carrikeri
32429,subspecies,,Icterus mesomelas taczanowskii
32430,subspecies,,Icterus mesomelas xantholemus
32431,slash,White-edged/Yellow-tailed Oriole,Icterus graceannae/mesomelas
32432,species,Epaulet Oriole,Icterus cayanensis
32433,group (monotypic),Epaulet Oriole (Moriche),Icterus cayanensis chrysocephalus
32434,group (monotypic),Epaulet Oriole (Epaulet),Icterus cayanensis cayanensis
32435,species,Variable Oriole,Icterus pyrrhopterus
32436,group (monotypic),Variable Oriole (Yellow-shouldered),Icterus pyrrhopterus tibialis
32437,group (polytypic),Variable Oriole (Chestnut-shouldered),Icterus pyrrhopterus [pyrrhopterus Group]
32438,subspecies,,Icterus pyrrhopterus pyrrhopterus
32439,subspecies,,Icterus pyrrhopterus valenciobuenoi
32440,subspecies,,Icterus pyrrhopterus periporphyrus
32441,species,Venezuelan Troupial,Icterus icterus
32442,subspecies,,Icterus icterus ridgwayi
32443,subspecies,,Icterus icterus icterus
32444,subspecies,,Icterus icterus metae
32445,species,Campo Troupial,Icterus jamacaii
32446,species,Orange-backed Troupial,Icterus croconotus
32447,subspecies,,Icterus croconotus croconotus
32448,subspecies,,Icterus croconotus strictifrons
32449,spuh,troupial sp.,Icterus icterus/croconotus/jamacaii
32450,species,Streak-backed Oriole,Icterus pustulatus
32451,group (polytypic),Streak-backed Oriole (West Mexican),Icterus pustulatus [pustulatus Group]
32452,subspecies,,Icterus pustulatus microstictus
32453,subspecies,,Icterus pustulatus yaegeri
32454,subspecies,,Icterus pustulatus pustulatus
32455,group (polytypic),Streak-backed Oriole (Streak-backed),Icterus pustulatus [sclateri Group]
32456,subspecies,,Icterus pustulatus dickermani
32457,subspecies,,Icterus pustulatus formosus
32458,subspecies,,Icterus pustulatus sclateri
32459,subspecies,,Icterus pustulatus alticola
32460,group (monotypic),Streak-backed Oriole (Tres Marias Is.),Icterus pustulatus graysonii
32461,species,Bullock's Oriole,Icterus bullockii
32462,subspecies,,Icterus bullockii bullockii
32463,subspecies,,Icterus bullockii parvus
32464,species,Orange Oriole,Icterus auratus
32465,species,Jamaican Oriole,Icterus leucopteryx
32466,subspecies,,Icterus leucopteryx bairdi
32467,subspecies,,Icterus leucopteryx leucopteryx
32468,subspecies,,Icterus leucopteryx lawrencii
32469,species,Yellow Oriole,Icterus nigrogularis
32470,subspecies,,Icterus nigrogularis nigrogularis
32471,subspecies,,Icterus nigrogularis curasoensis
32472,subspecies,,Icterus nigrogularis helioeides
32473,subspecies,,Icterus nigrogularis trinitatis
32474,species,Spot-breasted Oriole,Icterus pectoralis
32475,subspecies,,Icterus pectoralis pectoralis
32476,subspecies,,Icterus pectoralis espinachi
32477,species,Altamira Oriole,Icterus gularis
32478,subspecies,,Icterus gularis tamaulipensis
32479,subspecies,,Icterus gularis flavescens
32480,subspecies,,Icterus gularis yucatanensis
32481,subspecies,,Icterus gularis gularis
32482,subspecies,,Icterus gularis troglodytes
32483,subspecies,,Icterus gularis gigas
32484,species,Audubon's Oriole,Icterus graduacauda
32485,group (polytypic),Audubon's Oriole (Audubon's),Icterus graduacauda graduacauda/audubonii
32486,subspecies,,Icterus graduacauda graduacauda
32487,subspecies,,Icterus graduacauda audubonii
32488,group (polytypic),Audubon's Oriole (Dickey's),Icterus graduacauda dickeyae/nayaritensis
